InputFile,OutputFile,EncodingUsed,SizeBytes,Rows,Columns,CleanTimeSeconds
TestData/realData\cvap\Place.csv,TestData/realData\cvap\Place.csv.tmp,utf-8-sig,493449,5001,13,0.021
TestData/realData\cvap\SLDLC.csv,TestData/realData\cvap\SLDLC.csv.tmp,utf-8-sig,608593,5001,13,0.0227
TestData/realData\cvap\SLDUC.csv,TestData/realData\cvap\SLDUC.csv.tmp,utf-8-sig,624029,5001,13,0.023
TestData/realData\cvap\State.csv,TestData/realData\cvap\State.csv.tmp,utf-8-sig,66051,677,12,0.0037
TestData/realData\cvap\Tract.csv,TestData/realData\cvap\Tract.csv.tmp,utf-8-sig,559576,5001,10,0.0204
TestData/realData\EuroStat\demo_divcb.csv,TestData/realData\EuroStat\demo_divcb.csv.tmp,utf-8-sig,396204,5001,11,0.0587
TestData/realData\EuroStat\demo_divcz.csv,TestData/realData\EuroStat\demo_divcz.csv.tmp,utf-8-sig,399925,5001,11,0.0166
TestData/realData\EuroStat\demo_fabort.csv,TestData/realData\EuroStat\demo_fabort.csv.tmp,utf-8-sig,381031,5001,10,0.0161
TestData/realData\EuroStat\demo_fabortind.csv,TestData/realData\EuroStat\demo_fabortind.csv.tmp,utf-8-sig,39854,503,10,0.0027
TestData/realData\EuroStat\demo_fabortord.csv,TestData/realData\EuroStat\demo_fabortord.csv.tmp,utf-8-sig,405038,5001,11,0.0237
TestData/realData\EuroStat\demo_facbc.csv,TestData/realData\EuroStat\demo_facbc.csv.tmp,utf-8-sig,395699,5001,11,0.0197
TestData/realData\EuroStat\demo_faczc.csv,TestData/realData\EuroStat\demo_faczc.csv.tmp,utf-8-sig,392587,5001,11,0.0211
TestData/realData\EuroStat\demo_faeduc.csv,TestData/realData\EuroStat\demo_faeduc.csv.tmp,utf-8-sig,382603,5001,11,0.0176
TestData/realData\EuroStat\demo_faemplc.csv,TestData/realData\EuroStat\demo_faemplc.csv.tmp,utf-8-sig,387854,5001,11,0.0174
TestData/realData\EuroStat\demo_fagec.csv,TestData/realData\EuroStat\demo_fagec.csv.tmp,utf-8-sig,391239,5001,11,0.0176
TestData/realData\EuroStat\demo_fager.csv,TestData/realData\EuroStat\demo_fager.csv.tmp,utf-8-sig,379548,5001,11,0.02
TestData/realData\EuroStat\demo_fasec.csv,TestData/realData\EuroStat\demo_fasec.csv.tmp,utf-8-sig,368251,5001,11,0.0211
TestData/realData\EuroStat\demo_find.csv,TestData/realData\EuroStat\demo_find.csv.tmp,utf-8-sig,366177,5001,9,0.0154
TestData/realData\EuroStat\demo_fmonth.csv,TestData/realData\EuroStat\demo_fmonth.csv.tmp,utf-8-sig,374880,5001,10,0.0163
TestData/realData\EuroStat\demo_fordagec.csv,TestData/realData\EuroStat\demo_fordagec.csv.tmp,utf-8-sig,394240,5001,11,0.0179
TestData/realData\EuroStat\demo_fordager.csv,TestData/realData\EuroStat\demo_fordager.csv.tmp,utf-8-sig,384076,5001,11,0.0166
TestData/realData\EuroStat\demo_frate.csv,TestData/realData\EuroStat\demo_frate.csv.tmp,utf-8-sig,413538,5001,11,0.017
TestData/realData\EuroStat\demo_fweight.csv,TestData/realData\EuroStat\demo_fweight.csv.tmp,utf-8-sig,412463,5001,11,0.0169
TestData/realData\EuroStat\demo_gind.csv,TestData/realData\EuroStat\demo_gind.csv.tmp,utf-8-sig,365891,5001,9,0.0152
TestData/realData\EuroStat\demo_macbc.csv,TestData/realData\EuroStat\demo_macbc.csv.tmp,utf-8-sig,388594,5001,12,0.0174
TestData/realData\EuroStat\demo_maczc.csv,TestData/realData\EuroStat\demo_maczc.csv.tmp,utf-8-sig,386024,5001,12,0.0173
TestData/realData\EuroStat\demo_maeduc.csv,TestData/realData\EuroStat\demo_maeduc.csv.tmp,utf-8-sig,386812,5001,12,0.0174
TestData/realData\EuroStat\demo_magec.csv,TestData/realData\EuroStat\demo_magec.csv.tmp,utf-8-sig,370699,5001,11,0.0165
TestData/realData\EuroStat\demo_mager.csv,TestData/realData\EuroStat\demo_mager.csv.tmp,utf-8-sig,360893,5001,11,0.0171
TestData/realData\EuroStat\demo_marcb.csv,TestData/realData\EuroStat\demo_marcb.csv.tmp,utf-8-sig,399640,5001,11,0.0168
TestData/fakeData\anne_car_data_2.csv,TestData/fakeData\anne_car_data_2.csv.tmp,utf-8-sig,39632,551,12,0.0342
TestData/fakeData\Artificial_Data.csv,TestData/fakeData\Artificial_Data.csv.tmp,utf-8-sig,192969,1001,15,0.0584
TestData/fakeData\data-LzAcLkrRxo5zBlB1iAJXy.csv,TestData/fakeData\data-LzAcLkrRxo5zBlB1iAJXy.csv.tmp,utf-8-sig,20059,501,5,0.0191
TestData/fakeData\Kaggle_Synthetic_Data.csv,TestData/fakeData\Kaggle_Synthetic_Data.csv.tmp,utf-8-sig,70802,1001,9,0.0548
TestData/fakeData\mackaroocom.csv,TestData/fakeData\mackaroocom.csv.tmp,utf-8-sig,63600,1001,6,0.0417
TestData/fakeData\random_dataset.csv,TestData/fakeData\random_dataset.csv.tmp,utf-8-sig,11438,201,8,0.0108
TestData/fakeData\sdv_hotel_data.csv,TestData/fakeData\sdv_hotel_data.csv.tmp,utf-8-sig,275476,2001,11,0.0519
TestData/fakeData\synthetic_city_data.csv,TestData/fakeData\synthetic_city_data.csv.tmp,utf-8-sig,70792,1001,10,0.0108
TestData/fakeData\synthetic_city_data2.csv,TestData/fakeData\synthetic_city_data2.csv.tmp,utf-8-sig,70888,1001,10,0.0302
TestData/fakeData\synthetic_city_data3.csv,TestData/fakeData\synthetic_city_data3.csv.tmp,utf-8-sig,70933,1001,10,0.0567
TestData/fakeData\BenfordZipsDatasets\Perfect_Benford_Dataset__10_Columns_.csv,TestData/fakeData\BenfordZipsDatasets\Perfect_Benford_Dataset__10_Columns_.csv.tmp,utf-8-sig,184435,1001,10,0.0349
TestData/fakeData\BenfordZipsDatasets\Perfect_Zipf_Dataset__10_Columns_.csv,TestData/fakeData\BenfordZipsDatasets\Perfect_Zipf_Dataset__10_Columns_.csv.tmp,utf-8-sig,74310,1001,10,0.0315
TestData/fakeData\fakeStockData\table_aa.csv,TestData/fakeData\fakeStockData\table_aa.csv.tmp,utf-8-sig,220288,3926,7,0.0565
TestData/fakeData\fakeStockData\table_aapl.csv,TestData/fakeData\fakeStockData\table_aapl.csv.tmp,utf-8-sig,218695,3926,7,0.0366
TestData/fakeData\fakeStockData\table_abc.csv,TestData/fakeData\fakeStockData\table_abc.csv.tmp,utf-8-sig,218101,3926,7,0.0619
TestData/fakeData\fakeStockData\table_aig.csv,TestData/fakeData\fakeStockData\table_aig.csv.tmp,utf-8-sig,211253,3926,7,0.0316
TestData/fakeData\fakeStockData\table_amzn.csv,TestData/fakeData\fakeStockData\table_amzn.csv.tmp,utf-8-sig,175846,3926,7,0.0591
TestData/fakeData\fakeStockData\table_bwa.csv,TestData/fakeData\fakeStockData\table_bwa.csv.tmp,utf-8-sig,219770,3926,7,0.044
TestData/fakeData\fakeStockData\table_cost.csv,TestData/fakeData\fakeStockData\table_cost.csv.tmp,utf-8-sig,218766,3926,7,0.0384
TestData/fakeData\fakeStockData\table_csco.csv,TestData/fakeData\fakeStockData\table_csco.csv.tmp,utf-8-sig,216601,3926,7,0.0175
TestData/fakeData\fakeStockData\table_d.csv,TestData/fakeData\fakeStockData\table_d.csv.tmp,utf-8-sig,218158,3926,7,0.0552
TestData/fakeData\fakeStockData\table_ebay.csv,TestData/fakeData\fakeStockData\table_ebay.csv.tmp,utf-8-sig,173121,3743,7,0.0644
TestData/fakeData\fakeStockData\table_goog.csv,TestData/fakeData\fakeStockData\table_goog.csv.tmp,utf-8-sig,105414,2260,7,0.0467
TrainingData/fakeData/anne_car_data_1.csv,results/result.csv,utf-8-sig,39685,551,12,0.0032
TestData/realData\21371-0001_de_flat.csv,TestData/realData\21371-0001_de_flat.csv.tmp,utf-8-sig,379602,1441,3,0.0108
TestData/realData\Amazon stock data 2000-2025.csv,TestData/realData\Amazon stock data 2000-2025.csv.tmp,utf-8-sig,798814,6322,7,0.0765
TestData/realData\AnimalCrossingAccessories.csv,TestData/realData\AnimalCrossingAccessories.csv.tmp,utf-8-sig,51660,223,22,0.0445
TestData/realData\bank_transactions_data_2.csv,TestData/realData\bank_transactions_data_2.csv.tmp,utf-8-sig,347493,2513,16,0.046
TestData/realData\big4_financial_risk_compliance.csv,TestData/realData\big4_financial_risk_compliance.csv.tmp,utf-8-sig,6040,101,12,0.0176
TestData/realData\Elite Sports Cars in Data.csv,TestData/realData\Elite Sports Cars in Data.csv.tmp,utf-8-sig,825453,5001,27,0.0665
TestData/realData\JPM_1940-01-01_2025-03-04.csv,TestData/realData\JPM_1940-01-01_2025-03-04.csv.tmp,utf-8-sig,1330201,11334,7,0.0947
TestData/realData\meets.csv,TestData/realData\meets.csv.tmp,utf-8-sig,631784,8483,8,0.0843
TestData/realData\Mobiles Dataset (2025).csv,TestData/realData\Mobiles Dataset (2025).csv.tmp,utf-8-sig,140323,931,15,0.037
TestData/realData\titanic.csv,TestData/realData\titanic.csv.tmp,utf-8-sig,61192,892,12,0.0343
TestData/realData\twitchdata-update.csv,TestData/realData\twitchdata-update.csv.tmp,utf-8-sig,79963,1001,11,0.0447
TestData/realData\AnxietyData\enhanced_anxiety_dataset.csv,TestData/realData\AnxietyData\enhanced_anxiety_dataset.csv.tmp,utf-8-sig,752759,11001,19,0.1077
TestData/realData\AnxietyData\family_anxiety_14_dataset.csv,TestData/realData\AnxietyData\family_anxiety_14_dataset.csv.tmp,utf-8-sig,744672,11001,19,0.1151
TestData/realData\EuroStat\acf_s_ne.csv,TestData/realData\EuroStat\acf_s_ne.csv.tmp,utf-8-sig,64870,961,11,0.0401
TestData/realData\EuroStat\acf_s_own.csv,TestData/realData\EuroStat\acf_s_own.csv.tmp,utf-8-sig,545185,7201,12,0.058
TestData/realData\EuroStat\acf_s_ty.csv,TestData/realData\EuroStat\acf_s_ty.csv.tmp,utf-8-sig,416111,5761,12,0.0712
TestData/realData\EuroStat\aei_ef_ir.csv,TestData/realData\EuroStat\aei_ef_ir.csv.tmp,utf-8-sig,201190,2833,10,0.0795
TestData/realData\EuroStat\aei_ef_ls.csv,TestData/realData\EuroStat\aei_ef_ls.csv.tmp,utf-8-sig,625227,8783,10,0.1013
TestData/realData\EuroStat\aei_ef_lu.csv,TestData/realData\EuroStat\aei_ef_lu.csv.tmp,utf-8-sig,393941,5588,10,0.0497
TestData/realData\EuroStat\aei_fm_ms.csv,TestData/realData\EuroStat\aei_fm_ms.csv.tmp,utf-8-sig,2286884,31659,10,0.2293
TestData/realData\EuroStat\aei_fm_salpest09.csv,TestData/realData\EuroStat\aei_fm_salpest09.csv.tmp,utf-8-sig,3248845,44642,10,0.2445
TestData/realData\EuroStat\aei_fm_usefert.csv,TestData/realData\EuroStat\aei_fm_usefert.csv.tmp,utf-8-sig,340437,4983,10,0.0776
TestData/realData\EuroStat\aei_hri.csv,TestData/realData\EuroStat\aei_hri.csv.tmp,utf-8-sig,53375,730,10,0.0349
TestData/realData\EuroStat\aei_pestsal_rsk.csv,TestData/realData\EuroStat\aei_pestsal_rsk.csv.tmp,utf-8-sig,142190,1957,10,0.0498
TestData/realData\EuroStat\aei_pestuse.csv,TestData/realData\EuroStat\aei_pestuse.csv.tmp,utf-8-sig,5929920,81521,11,0.5469
TestData/realData\EuroStat\aei_pr_gnb.csv,TestData/realData\EuroStat\aei_pr_gnb.csv.tmp,utf-8-sig,4297294,61154,10,0.4439
TestData/realData\EuroStat\aei_pr_soiler.csv,TestData/realData\EuroStat\aei_pr_soiler.csv.tmp,utf-8-sig,32964129,392401,11,2.3106
TestData/realData\EuroStat\aei_ps_inp.csv,TestData/realData\EuroStat\aei_ps_inp.csv.tmp,utf-8-sig,2941864,39707,10,0.1943
TestData/realData\EuroStat\agr_r_accts.csv,TestData/realData\EuroStat\agr_r_accts.csv.tmp,utf-8-sig,384010341,4760592,11,20.3032
TestData/realData\EuroStat\agr_r_accts_h.csv,TestData/realData\EuroStat\agr_r_accts_h.csv.tmp,utf-8-sig,195724348,2320008,11,12.8375
TestData/realData\EuroStat\agr_r_animal.csv,TestData/realData\EuroStat\agr_r_animal.csv.tmp,utf-8-sig,33556768,440037,10,2.6065
TestData/realData\EuroStat\agr_r_milkpr.csv,TestData/realData\EuroStat\agr_r_milkpr.csv.tmp,utf-8-sig,857704,11498,10,0.0631
TestData/realData\EuroStat\estat_hlth_dh010_filtered_en.csv,TestData/realData\EuroStat\estat_hlth_dh010_filtered_en.csv.tmp,utf-8-sig,53839,379,13,0.0495
TestData/realData\EuroStat\estat_hlth_silc_18_filtered_en.csv,TestData/realData\EuroStat\estat_hlth_silc_18_filtered_en.csv.tmp,utf-8-sig,46317,361,13,0.0651
TestData/realData\EuroStat\mar_go_aa.csv,TestData/realData\EuroStat\mar_go_aa.csv.tmp,utf-8-sig,6612925,90863,10,0.7577
TestData/realData\EuroStat\mar_go_am_be.csv,TestData/realData\EuroStat\mar_go_am_be.csv.tmp,utf-8-sig,138229896,1620554,13,8.5882
TestData/realData\EuroStat\mar_go_am_bg.csv,TestData/realData\EuroStat\mar_go_am_bg.csv.tmp,utf-8-sig,24847972,292596,13,1.8347
TestData/realData\EuroStat\mar_go_am_cy.csv,TestData/realData\EuroStat\mar_go_am_cy.csv.tmp,utf-8-sig,25358500,298127,13,1.2884
TestData/realData\EuroStat\mar_go_am_de.csv,TestData/realData\EuroStat\mar_go_am_de.csv.tmp,utf-8-sig,254850707,2987433,13,13.0418
TestData/realData\EuroStat\mar_go_am_dk.csv,TestData/realData\EuroStat\mar_go_am_dk.csv.tmp,utf-8-sig,83255446,962437,13,4.628
TestData/realData\EuroStat\mar_go_am_ee.csv,TestData/realData\EuroStat\mar_go_am_ee.csv.tmp,utf-8-sig,25180956,293861,13,1.4721
TestData/realData\EuroStat\mar_go_am_el.csv,TestData/realData\EuroStat\mar_go_am_el.csv.tmp,utf-8-sig,90736713,1055721,13,4.8647
TestData/realData\EuroStat\mar_go_am_es.csv,TestData/realData\EuroStat\mar_go_am_es.csv.tmp,utf-8-sig,529847246,6174718,13,28.2834
TestData/realData\EuroStat\mar_go_am_fi.csv,TestData/realData\EuroStat\mar_go_am_fi.csv.tmp,utf-8-sig,82207803,946161,13,5.688
TestData/realData\EuroStat\mar_go_am_fr.csv,TestData/realData\EuroStat\mar_go_am_fr.csv.tmp,utf-8-sig,324597387,3808511,13,16.4396
TestData/realData\EuroStat\mar_go_am_hr.csv,TestData/realData\EuroStat\mar_go_am_hr.csv.tmp,utf-8-sig,17654502,206572,13,1.1324
TestData/realData\EuroStat\mar_go_am_ie.csv,TestData/realData\EuroStat\mar_go_am_ie.csv.tmp,utf-8-sig,30143319,350612,13,1.5498
TestData/realData\EuroStat\mar_go_am_it.csv,TestData/realData\EuroStat\mar_go_am_it.csv.tmp,utf-8-sig,282447608,3259214,13,15.2328
TestData/realData\EuroStat\mar_go_am_lt.csv,TestData/realData\EuroStat\mar_go_am_lt.csv.tmp,utf-8-sig,21792381,256753,13,0.9617
TestData/realData\EuroStat\mar_go_am_lv.csv,TestData/realData\EuroStat\mar_go_am_lv.csv.tmp,utf-8-sig,31113606,363404,13,1.5268
TestData/realData\EuroStat\mar_go_am_me.csv,TestData/realData\EuroStat\mar_go_am_me.csv.tmp,utf-8-sig,1295730,15263,13,0.0991
TestData/realData\EuroStat\mar_go_am_mt.csv,TestData/realData\EuroStat\mar_go_am_mt.csv.tmp,utf-8-sig,27314744,321252,13,1.2269
TestData/realData\EuroStat\mar_go_am_nl.csv,TestData/realData\EuroStat\mar_go_am_nl.csv.tmp,utf-8-sig,195457465,2279185,13,10.4124
TestData/realData\EuroStat\mar_go_am_no.csv,TestData/realData\EuroStat\mar_go_am_no.csv.tmp,utf-8-sig,100826831,1160468,13,5.0343
TestData/realData\EuroStat\mar_go_am_pl.csv,TestData/realData\EuroStat\mar_go_am_pl.csv.tmp,utf-8-sig,44753833,521956,13,2.5173
TestData/realData\EuroStat\mar_go_am_pt.csv,TestData/realData\EuroStat\mar_go_am_pt.csv.tmp,utf-8-sig,103202971,1205573,13,6.9875
TestData/realData\EuroStat\mar_go_am_ro.csv,TestData/realData\EuroStat\mar_go_am_ro.csv.tmp,utf-8-sig,30346684,357522,13,1.3807
TestData/realData\EuroStat\mar_go_am_se.csv,TestData/realData\EuroStat\mar_go_am_se.csv.tmp,utf-8-sig,180860405,2103092,13,9.8772
TestData/realData\EuroStat\mar_go_am_si.csv,TestData/realData\EuroStat\mar_go_am_si.csv.tmp,utf-8-sig,17375744,204800,13,0.8735
TestData/realData\EuroStat\naida_10_a10.csv,TestData/realData\EuroStat\naida_10_a10.csv.tmp,utf-8-sig,8844985,113461,11,0.3972
TestData/realData\EuroStat\naida_10_gdp.csv,TestData/realData\EuroStat\naida_10_gdp.csv.tmp,utf-8-sig,22766271,300775,10,1.3939
TestData/realData\EuroStat\naida_10_pe.csv,TestData/realData\EuroStat\naida_10_pe.csv.tmp,utf-8-sig,1386634,17967,10,0.0816
TestData/realData\EuroStat\naidq_10_a10.csv,TestData/realData\EuroStat\naidq_10_a10.csv.tmp,utf-8-sig,33474680,394072,12,2.6209
TestData/realData\EuroStat\naidq_10_gdp.csv,TestData/realData\EuroStat\naidq_10_gdp.csv.tmp,utf-8-sig,78221786,944098,11,4.6868
TestData/realData\EuroStat\naidq_10_pe.csv,TestData/realData\EuroStat\naidq_10_pe.csv.tmp,utf-8-sig,5521282,65630,11,0.3336
TestData/realData\EuroStat\naidsa_10_f_bs.csv,TestData/realData\EuroStat\naidsa_10_f_bs.csv.tmp,utf-8-sig,536089813,6157236,13,26.4077
TestData/realData\EuroStat\naidsa_10_f_tr.csv,TestData/realData\EuroStat\naidsa_10_f_tr.csv.tmp,utf-8-sig,532663485,6146982,13,30.3864
TestData/realData\EuroStat\naidsa_10_nf_tr.csv,TestData/realData\EuroStat\naidsa_10_nf_tr.csv.tmp,utf-8-sig,159741647,1881167,12,9.3482
TestData/realData\EuroStat\naidsq_10_f_bs.csv,TestData/realData\EuroStat\naidsq_10_f_bs.csv.tmp,utf-8-sig,830814058,8862147,13,38.9921
TestData/realData\EuroStat\naidsq_10_f_tr.csv,TestData/realData\EuroStat\naidsq_10_f_tr.csv.tmp,utf-8-sig,760695109,8185044,13,36.4412
TestData/realData\EuroStat\naidsq_10_nf_tr.csv,TestData/realData\EuroStat\naidsq_10_nf_tr.csv.tmp,utf-8-sig,287118843,3125922,13,13.5504
TestData/realData\EuroStat\naio_10_cp15.csv,TestData/realData\EuroStat\naio_10_cp15.csv.tmp,utf-8-sig,416280294,4870699,12,20.3571
TestData/realData\EuroStat\naio_10_cp16.csv,TestData/realData\EuroStat\naio_10_cp16.csv.tmp,utf-8-sig,456053379,5321104,12,22.0726
TestData/realData\EuroStat\naio_10_cp1610.csv,TestData/realData\EuroStat\naio_10_cp1610.csv.tmp,utf-8-sig,987755519,11307462,12,48.834
TestData/realData\EuroStat\naio_10_cp1620.csv,TestData/realData\EuroStat\naio_10_cp1620.csv.tmp,utf-8-sig,248356564,2862325,12,11.5619
TestData/realData\EuroStat\naio_10_cp1630.csv,TestData/realData\EuroStat\naio_10_cp1630.csv.tmp,utf-8-sig,252259196,2901992,12,11.6339
TestData/realData\EuroStat\naio_10_cp1700.csv,TestData/realData\EuroStat\naio_10_cp1700.csv.tmp,utf-8-sig,667015111,7315997,12,30.9882
TestData/realData\EuroStat\naio_10_cp1750.csv,TestData/realData\EuroStat\naio_10_cp1750.csv.tmp,utf-8-sig,323205612,3815273,12,14.9663
TestData/realData\EuroStat\Populationbyeducationalattainment levelsexageandlevelofdisability.csv,TestData/realData\EuroStat\Populationbyeducationalattainment levelsexageandlevelofdisability.csv.tmp,utf-8-sig,37609,198,13,0.0281
TestData/fakeData\anne_car_data_2.csv,TestData/fakeData\anne_car_data_2.csv.tmp,utf-8-sig,39632,551,12,0.0027
TestData/fakeData\Artificial_Data.csv,TestData/fakeData\Artificial_Data.csv.tmp,utf-8-sig,192969,1001,15,0.0064
TestData/fakeData\data-LzAcLkrRxo5zBlB1iAJXy.csv,TestData/fakeData\data-LzAcLkrRxo5zBlB1iAJXy.csv.tmp,utf-8-sig,20059,501,5,0.002
TestData/fakeData\Kaggle_Synthetic_Data.csv,TestData/fakeData\Kaggle_Synthetic_Data.csv.tmp,utf-8-sig,70802,1001,9,0.0035
TestData/fakeData\mackaroocom.csv,TestData/fakeData\mackaroocom.csv.tmp,utf-8-sig,63600,1001,6,0.0032
TestData/fakeData\random_dataset.csv,TestData/fakeData\random_dataset.csv.tmp,utf-8-sig,11438,201,8,0.0013
TestData/fakeData\sdv_hotel_data.csv,TestData/fakeData\sdv_hotel_data.csv.tmp,utf-8-sig,276028,2001,11,0.0095
TestData/fakeData\synthetic_city_data.csv,TestData/fakeData\synthetic_city_data.csv.tmp,utf-8-sig,70792,1001,10,0.0036
TestData/fakeData\synthetic_city_data2.csv,TestData/fakeData\synthetic_city_data2.csv.tmp,utf-8-sig,70888,1001,10,0.0037
TestData/fakeData\synthetic_city_data3.csv,TestData/fakeData\synthetic_city_data3.csv.tmp,utf-8-sig,70933,1001,10,0.0038
TestData/fakeData\BenfordZipsDatasets\Perfect_Benford_Dataset__10_Columns_.csv,TestData/fakeData\BenfordZipsDatasets\Perfect_Benford_Dataset__10_Columns_.csv.tmp,utf-8-sig,184435,1001,10,0.0061
TestData/fakeData\BenfordZipsDatasets\Perfect_Zipf_Dataset__10_Columns_.csv,TestData/fakeData\BenfordZipsDatasets\Perfect_Zipf_Dataset__10_Columns_.csv.tmp,utf-8-sig,74310,1001,10,0.0038
TestData/fakeData\fakeStockData\table_aa.csv,TestData/fakeData\fakeStockData\table_aa.csv.tmp,utf-8-sig,220288,3926,7,0.0102
TestData/fakeData\fakeStockData\table_aapl.csv,TestData/fakeData\fakeStockData\table_aapl.csv.tmp,utf-8-sig,218695,3926,7,0.0097
TestData/fakeData\fakeStockData\table_abc.csv,TestData/fakeData\fakeStockData\table_abc.csv.tmp,utf-8-sig,218101,3926,7,0.0096
TestData/fakeData\fakeStockData\table_aig.csv,TestData/fakeData\fakeStockData\table_aig.csv.tmp,utf-8-sig,211253,3926,7,0.0093
TestData/fakeData\fakeStockData\table_amzn.csv,TestData/fakeData\fakeStockData\table_amzn.csv.tmp,utf-8-sig,175846,3926,7,0.0082
TestData/fakeData\fakeStockData\table_bwa.csv,TestData/fakeData\fakeStockData\table_bwa.csv.tmp,utf-8-sig,219770,3926,7,0.0093
TestData/fakeData\fakeStockData\table_cost.csv,TestData/fakeData\fakeStockData\table_cost.csv.tmp,utf-8-sig,218766,3926,7,0.0095
TestData/fakeData\fakeStockData\table_csco.csv,TestData/fakeData\fakeStockData\table_csco.csv.tmp,utf-8-sig,216601,3926,7,0.0093
TestData/fakeData\fakeStockData\table_d.csv,TestData/fakeData\fakeStockData\table_d.csv.tmp,utf-8-sig,218158,3926,7,0.0093
TestData/fakeData\fakeStockData\table_ebay.csv,TestData/fakeData\fakeStockData\table_ebay.csv.tmp,utf-8-sig,173121,3743,7,0.0082
TestData/fakeData\fakeStockData\table_goog.csv,TestData/fakeData\fakeStockData\table_goog.csv.tmp,utf-8-sig,105414,2260,7,0.0054
